NOM_SIGLA_UF_EMIT,NOM_SIGLA_UF_DEST,DSC_UF_EMIT,DSC_UF_DEST,NOM_SIGLA_REGIAO_EMIT,NOM_SIGLA_REGIAO_DEST,DSC_REGIAO_EMIT,DSC_REGIAO_DEST,SEGMENTO_ECONOMICO_EMIT,SEGMENTO_ECONOMICO_DEST,QTDE_NOTAS,TOTAL_VLR
CE,PB,CEARA,PARAIBA,NE,NE,Nordeste,Nordeste,COMERCIO VAREJISTA,COMERCIO ATACADISTA,139,1736729.5751590729
CE,PB,CEARA,PARAIBA,NE,NE,Nordeste,Nordeste,COMERCIO ATACADISTA,COMERCIO ATACADISTA,589,420477.97140836716
CE,PE,CEARA,PERNAMBUCO,NE,NE,Nordeste,Nordeste,SERVICOS DE TRANSPORTE,,187,4731944.115711078
CE,BA,CEARA,BAHIA,NE,NE,Nordeste,Nordeste,COMERCIO VAREJISTA,INDUSTRIA,163,261338.9406261444
RJ,CE,RIO DE JANEIRO,CEARA,SE,NE,Sudeste,Nordeste,ENERGIA ELETRICA,SERVICOS DE TRANSPORTE,2,97009.3671875
PR,CE,PARANA,CEARA,S,NE,Sul,Nordeste,COMERCIO ATACADISTA,CONSTRUCAO CIVIL,4,17983.150146484375
PB,CE,PARAIBA,CEARA,NE,NE,Nordeste,Nordeste,COMERCIO ATACADISTA,CONSTRUCAO CIVIL,8,66352.10903549194
CE,PR,CEARA,PARANA,NE,S,Nordeste,Sul,COMERCIO ATACADISTA,COMERCIO VAREJISTA,8,19424.420181274414
MT,CE,MATO GROSSO,CEARA,CO,NE,Centro-Oeste,Nordeste,INDUSTRIA,OUTROS SEGMENTOS,2,1080.0
PR,CE,PARANA,CEARA,S,NE,Sul,Nordeste,COMERCIO ATACADISTA,ADMINISTRACAO PUBLICA E ORG.INTERNACIONAIS,57,732433.7165222168
PB,CE,PARAIBA,CEARA,NE,NE,Nordeste,Nordeste,COMERCIO VAREJISTA,SERVICOS DE TRANSPORTE,5,26491.900024414062
RN,CE,RIO GRANDE DO NORTE,CEARA,NE,NE,Nordeste,Nordeste,COMERCIO ATACADISTA,OUTROS SEGMENTOS,25,228939.99041748047
BA,CE,BAHIA,CEARA,NE,NE,Nordeste,Nordeste,,CONSTRUCAO CIVIL,388,4893216.444530487
AC,CE,ACRE,CEARA,N,NE,Norte,Nordeste,,CONSTRUCAO CIVIL,1,20280.599609375
MS,CE,MATO GROSSO DO SUL,CEARA,CO,NE,Centro-Oeste,Nordeste,,COMBUSTIVEL,61,211739.4383392334
MG,CE,MINAS GERAIS,CEARA,SE,NE,Sudeste,Nordeste,COMERCIO ATACADISTA,SERVICOS DE TRANSPORTE,14,1146635.9987792969
CE,SP,CEARA,SAO PAULO,NE,SE,Nordeste,Sudeste,SERVICOS DE TRANSPORTE,INDUSTRIA,2,964914.0625
CE,MS,CEARA,MATO GROSSO DO SUL,NE,CO,Nordeste,Centro-Oeste,COMERCIO VAREJISTA,COMERCIO VAREJISTA,1,804.6099853515625
CE,RN,CEARA,RIO GRANDE DO NORTE,NE,NE,Nordeste,Nordeste,COMERCIO ATACADISTA,COMERCIO ATACADISTA,43,551323.1308791637
CE,PR,CEARA,PARANA,NE,S,Nordeste,Sul,COMBUSTIVEL,COMBUSTIVEL,7,1.1481892194854736E7
CE,DF,CEARA,DISTRITO FEDERAL,NE,CO,Nordeste,Centro-Oeste,INDUSTRIA,COMERCIO VAREJISTA,1,1432.800048828125
SC,CE,SANTA CATARINA,CEARA,S,NE,Sul,Nordeste,COMERCIO VAREJISTA,SERVICOS DE TRANSPORTE,1,346.3299865722656
ES,CE,ESPIRITO SANTO,CEARA,SE,NE,Sudeste,Nordeste,COMERCIO ATACADISTA,CONSTRUCAO CIVIL,5,773468.0
CE,MA,CEARA,MARANHAO,NE,NE,Nordeste,Nordeste,OUTROS SEGMENTOS,COMERCIO VAREJISTA,2,23250.0
CE,AP,CEARA,AMAPA,NE,N,Nordeste,Norte,OUTROS SEGMENTOS,,8,38347.56970214844
CE,RN,CEARA,RIO GRANDE DO NORTE,NE,NE,Nordeste,Nordeste,COMERCIO VAREJISTA,COMERCIO ATACADISTA,8,6724.0999162290245
CE,RJ,CEARA,RIO DE JANEIRO,NE,SE,Nordeste,Sudeste,COMERCIO VAREJISTA,SERVICOS DE TRANSPORTE,51,32710.799953460693
CE,SP,CEARA,SAO PAULO,NE,SE,Nordeste,Sudeste,,INDUSTRIA,4,2638.1800537109375
CE,SC,CEARA,SANTA CATARINA,NE,S,Nordeste,Sul,,INDUSTRIA,2,2463.7200317382812
CE,DF,CEARA,DISTRITO FEDERAL,NE,CO,Nordeste,Centro-Oeste,COMERCIO ATACADISTA,COMERCIO ATACADISTA,8,40679.440163612366
AM,CE,AMAZONAS,CEARA,N,NE,Norte,Nordeste,COMERCIO ATACADISTA,COMERCIO VAREJISTA,42,212526.50084877014
BA,CE,BAHIA,CEARA,NE,NE,Nordeste,Nordeste,COMERCIO VAREJISTA,SERVICOS DE COMUNICACAO,2,237.60000228881836
AM,CE,AMAZONAS,CEARA,N,NE,Norte,Nordeste,INDUSTRIA,OUTROS SEGMENTOS,11,4419.420017242432
CE,DF,CEARA,DISTRITO FEDERAL,NE,CO,Nordeste,Centro-Oeste,INDUSTRIA,COMERCIO ATACADISTA,3,207810.0
PR,CE,PARANA,CEARA,S,NE,Sul,Nordeste,COMERCIO ATACADISTA,INDUSTRIA,6,7478.10009765625
CE,RN,CEARA,RIO GRANDE DO NORTE,NE,NE,Nordeste,Nordeste,OUTROS SEGMENTOS,CONSTRUCAO CIVIL,1,650000.0
AP,CE,AMAPA,CEARA,N,NE,Norte,Nordeste,,ENERGIA ELETRICA,2,1604563.2890625
CE,RN,CEARA,RIO GRANDE DO NORTE,NE,NE,Nordeste,Nordeste,INDUSTRIA,COMERCIO VAREJISTA,247,2616548.564666748
MT,CE,MATO GROSSO,CEARA,CO,NE,Centro-Oeste,Nordeste,,ADMINISTRACAO PUBLICA E ORG.INTERNACIONAIS,4,93952.0
CE,SC,CEARA,SANTA CATARINA,NE,S,Nordeste,Sul,COMERCIO ATACADISTA,COMBUSTIVEL,2,1410.3800048828125
PE,CE,PERNAMBUCO,CEARA,NE,NE,Nordeste,Nordeste,COMBUSTIVEL,PRODUTOR AGROPECUARIO,2,590.3000030517578
AC,CE,ACRE,CEARA,N,NE,Norte,Nordeste,,COMERCIO ATACADISTA,14,4151.949977874756
MG,CE,MINAS GERAIS,CEARA,SE,NE,Sudeste,Nordeste,COMERCIO ATACADISTA,CONSTRUCAO CIVIL,1,539990.0
RR,CE,RORAIMA,CEARA,N,NE,Norte,Nordeste,,OUTROS SEGMENTOS,1,655.3499755859375
RO,CE,RONDONIA,CEARA,N,NE,Norte,Nordeste,,OUTROS SEGMENTOS,22,6310.750017166138
CE,ES,CEARA,ESPIRITO SANTO,NE,SE,Nordeste,Sudeste,INDUSTRIA,COMERCIO VAREJISTA,75,2768591.200073242
CE,MT,CEARA,MATO GROSSO,NE,CO,Nordeste,Centro-Oeste,COMBUSTIVEL,,1,736.0
RN,CE,RIO GRANDE DO NORTE,CEARA,NE,NE,Nordeste,Nordeste,INDUSTRIA,ADMINISTRACAO PUBLICA E ORG.INTERNACIONAIS,98,8511216.859863281
PE,CE,PERNAMBUCO,CEARA,NE,NE,Nordeste,Nordeste,ENERGIA ELETRICA,COMERCIO ATACADISTA,2,7465.5601806640625
CE,RR,CEARA,RORAIMA,NE,N,Nordeste,Norte,ENERGIA ELETRICA,,7,148134.9599609375
CE,TO,CEARA,TOCANTINS,NE,N,Nordeste,Norte,SERVICOS DE COMUNICACAO,,3,1999.7499437332153
CE,PE,CEARA,PERNAMBUCO,NE,NE,Nordeste,Nordeste,SERVICOS DE TRANSPORTE,SERVICOS DE TRANSPORTE,9,50235.0
CE,MG,CEARA,MINAS GERAIS,NE,SE,Nordeste,Sudeste,SERVICOS DE COMUNICACAO,INDUSTRIA,2,10536.110107421875
CE,GO,CEARA,GOIAS,NE,CO,Nordeste,Centro-Oeste,COMERCIO VAREJISTA,SERVICOS DE COMUNICACAO,2,488.0
PR,CE,PARANA,CEARA,S,NE,Sul,Nordeste,INDUSTRIA,SERVICOS DE TRANSPORTE,9,5244282.899902344
CE,AM,CEARA,AMAZONAS,NE,N,Nordeste,Norte,COMERCIO ATACADISTA,COMERCIO ATACADISTA,12,102256.09982299805
PR,CE,PARANA,CEARA,S,NE,Sul,Nordeste,COMBUSTIVEL,COMERCIO ATACADISTA,430,1571242.7358632088
CE,GO,CEARA,GOIAS,NE,CO,Nordeste,Centro-Oeste,INDUSTRIA,INDUSTRIA,29,2009692.421529293
CE,RJ,CEARA,RIO DE JANEIRO,NE,SE,Nordeste,Sudeste,ENERGIA ELETRICA,COMBUSTIVEL,1,600.0
AL,CE,ALAGOAS,CEARA,NE,NE,Nordeste,Nordeste,INDUSTRIA,OUTROS SEGMENTOS,10,1263554.01171875
CE,PE,CEARA,PERNAMBUCO,NE,NE,Nordeste,Nordeste,SERVICOS DE TRANSPORTE,INDUSTRIA,2,487000.0
CE,PR,CEARA,PARANA,NE,S,Nordeste,Sul,OUTROS SEGMENTOS,INDUSTRIA,10,80497.57999420166
CE,PI,CEARA,PIAUI,NE,NE,Nordeste,Nordeste,OUTROS SEGMENTOS,INDUSTRIA,3,26203.7197265625
CE,RN,CEARA,RIO GRANDE DO NORTE,NE,NE,Nordeste,Nordeste,ENERGIA ELETRICA,INDUSTRIA,1,99749.2890625
CE,RS,CEARA,RIO GRANDE DO SUL,NE,S,Nordeste,Sul,COMERCIO ATACADISTA,COMERCIO VAREJISTA,19,39684.68966674805
CE,MS,CEARA,MATO GROSSO DO SUL,NE,CO,Nordeste,Centro-Oeste,SERVICOS DE COMUNICACAO,,3,6145.130029201508
CE,SE,CEARA,SERGIPE,NE,NE,Nordeste,Nordeste,COMERCIO VAREJISTA,SERVICOS DE TRANSPORTE,1,1149.9000244140625
AM,CE,AMAZONAS,CEARA,N,NE,Norte,Nordeste,INDUSTRIA,ADMINISTRACAO PUBLICA E ORG.INTERNACIONAIS,1,3557.0
CE,PI,CEARA,PIAUI,NE,NE,Nordeste,Nordeste,PRODUTOR AGROPECUARIO,PRODUTOR AGROPECUARIO,1,8800.0
CE,RS,CEARA,RIO GRANDE DO SUL,NE,S,Nordeste,Sul,COMERCIO VAREJISTA,COMERCIO ATACADISTA,5,1799.5999755859375
CE,SC,CEARA,SANTA CATARINA,NE,S,Nordeste,Sul,CONSTRUCAO CIVIL,CONSTRUCAO CIVIL,1,2598.679931640625
CE,MS,CEARA,MATO GROSSO DO SUL,NE,CO,Nordeste,Centro-Oeste,INDUSTRIA,INDUSTRIA,1,297.0
CE,RS,CEARA,RIO GRANDE DO SUL,NE,S,Nordeste,Sul,INDUSTRIA,COMERCIO VAREJISTA,5,197905.2784423828
CE,ES,CEARA,ESPIRITO SANTO,NE,SE,Nordeste,Sudeste,COMERCIO VAREJISTA,INDUSTRIA,1,2601.89990234375
PR,CE,PARANA,CEARA,S,NE,Sul,Nordeste,ENERGIA ELETRICA,COMBUSTIVEL,1,357837.59375
MG,CE,MINAS GERAIS,CEARA,SE,NE,Sudeste,Nordeste,COMERCIO ATACADISTA,ENERGIA ELETRICA,6,18124.01007080078
CE,PE,CEARA,PERNAMBUCO,NE,NE,Nordeste,Nordeste,INDUSTRIA,COMERCIO VAREJISTA,421,7473609.559597015
ES,CE,ESPIRITO SANTO,CEARA,SE,NE,Sudeste,Nordeste,,COMERCIO ATACADISTA,2210,6.900085378266066E7
SE,CE,SERGIPE,CEARA,NE,NE,Nordeste,Nordeste,,INDUSTRIA,541,1.4348377041121483E7
CE,ES,CEARA,ESPIRITO SANTO,NE,SE,Nordeste,Sudeste,ENERGIA ELETRICA,,69,1.446805071765709E7
BA,CE,BAHIA,CEARA,NE,NE,Nordeste,Nordeste,COMERCIO ATACADISTA,COMERCIO VAREJISTA,2409,7384414.494466543
PE,CE,PERNAMBUCO,CEARA,NE,NE,Nordeste,Nordeste,,,3563,5.458622210045901E7
MS,CE,MATO GROSSO DO SUL,CEARA,CO,NE,Centro-Oeste,Nordeste,,,167,2158652.0957508087
MG,CE,MINAS GERAIS,CEARA,SE,NE,Sudeste,Nordeste,ENERGIA ELETRICA,ENERGIA ELETRICA,126,3082421.2054901123
MA,CE,MARANHAO,CEARA,NE,NE,Nordeste,Nordeste,,OUTROS SEGMENTOS,196,3800362.0816669464
SP,CE,SAO PAULO,CEARA,SE,NE,Sudeste,Nordeste,COMERCIO VAREJISTA,OUTROS SEGMENTOS,139,824266.3409448639
CE,MT,CEARA,MATO GROSSO,NE,CO,Nordeste,Centro-Oeste,PRODUTOR AGROPECUARIO,,29,2505870.873046875
PR,CE,PARANA,CEARA,S,NE,Sul,Nordeste,,COMERCIO ATACADISTA,4829,9.511635078625599E7
CE,CE,CEARA,CEARA,NE,NE,Nordeste,Nordeste,COMBUSTIVEL,COMERCIO VAREJISTA,39863,1.1990834959695055E9
CE,CE,CEARA,CEARA,NE,NE,Nordeste,Nordeste,ENERGIA ELETRICA,ENERGIA ELETRICA,669,2.5139654820031747E8
PE,CE,PERNAMBUCO,CEARA,NE,NE,Nordeste,Nordeste,,COMERCIO VAREJISTA,11796,1.097469632312825E8
CE,CE,CEARA,CEARA,NE,NE,Nordeste,Nordeste,COMERCIO VAREJISTA,INDUSTRIA,74505,1.4978226138158482E8
RS,CE,RIO GRANDE DO SUL,CEARA,S,NE,Sul,Nordeste,,PRODUTOR AGROPECUARIO,96,4051841.287712097
CE,SP,CEARA,SAO PAULO,NE,SE,Nordeste,Sudeste,ADMINISTRACAO PUBLICA E ORG.INTERNACIONAIS,,16,1107308.1521606445
CE,SC,CEARA,SANTA CATARINA,NE,S,Nordeste,Sul,OUTROS SEGMENTOS,,85,248001.79028129578
PR,CE,PARANA,CEARA,S,NE,Sul,Nordeste,COMERCIO VAREJISTA,PRODUTOR AGROPECUARIO,2,2288.2900390625
SC,CE,SANTA CATARINA,CEARA,S,NE,Sul,Nordeste,,COMERCIO VAREJISTA,12972,1.0087417434836039E8
SC,CE,SANTA CATARINA,CEARA,S,NE,Sul,Nordeste,COMERCIO VAREJISTA,,90,1984662.3869171143
SC,CE,SANTA CATARINA,CEARA,S,NE,Sul,Nordeste,COMERCIO VAREJISTA,INDUSTRIA,36,35070.92999458313
TO,CE,TOCANTINS,CEARA,N,NE,Norte,Nordeste,,OUTROS SEGMENTOS,29,76499.79001808167
MG,CE,MINAS GERAIS,CEARA,SE,NE,Sudeste,Nordeste,,SERVICOS DE TRANSPORTE,929,5706337.169723511
CE,AM,CEARA,AMAZONAS,NE,N,Nordeste,Norte,INDUSTRIA,,4181,8.069361745551687E7
GO,CE,GOIAS,CEARA,CO,NE,Centro-Oeste,Nordeste,,COMERCIO VAREJISTA,3527,5.96126831093058E7
CE,CE,CEARA,CEARA,NE,NE,Nordeste,Nordeste,CONSTRUCAO CIVIL,INDUSTRIA,57,2725325.8698539734
MT,CE,MATO GROSSO,CEARA,CO,NE,Centro-Oeste,Nordeste,,INDUSTRIA,729,6.18402324946022E7
CE,CE,CEARA,CEARA,NE,NE,Nordeste,Nordeste,COMERCIO VAREJISTA,PRODUTOR AGROPECUARIO,9099,1.7743590769887686E7
ES,CE,ESPIRITO SANTO,CEARA,SE,NE,Sudeste,Nordeste,,,564,9985594.471629977
CE,RN,CEARA,RIO GRANDE DO NORTE,NE,NE,Nordeste,Nordeste,ENERGIA ELETRICA,,329,4237849.752364099
PR,CE,PARANA,CEARA,S,NE,Sul,Nordeste,COMERCIO ATACADISTA,,96,1068131.994195938
SC,CE,SANTA CATARINA,CEARA,S,NE,Sul,Nordeste,COMBUSTIVEL,COMERCIO ATACADISTA,46,614119.4950408936
CE,SP,CEARA,SAO PAULO,NE,SE,Nordeste,Sudeste,INDUSTRIA,COMERCIO ATACADISTA,561,1.0403770603582764E8
CE,RN,CEARA,RIO GRANDE DO NORTE,NE,NE,Nordeste,Nordeste,OUTROS SEGMENTOS,,113,5786558.1121521
RJ,CE,RIO DE JANEIRO,CEARA,SE,NE,Sudeste,Nordeste,,OUTROS SEGMENTOS,481,2471541.555751214
CE,CE,CEARA,CEARA,NE,NE,Nordeste,Nordeste,ENERGIA ELETRICA,,1585,1.0987115441428343E7
GO,CE,GOIAS,CEARA,CO,NE,Centro-Oeste,Nordeste,,COMERCIO ATACADISTA,4260,1.4345602917010164E8
CE,CE,CEARA,CEARA,NE,NE,Nordeste,Nordeste,OUTROS SEGMENTOS,ADMINISTRACAO PUBLICA E ORG.INTERNACIONAIS,375,9940069.214029312
PE,CE,PERNAMBUCO,CEARA,NE,NE,Nordeste,Nordeste,COMERCIO VAREJISTA,,151,1869506.2733306885
PE,CE,PERNAMBUCO,CEARA,NE,NE,Nordeste,Nordeste,,ADMINISTRACAO PUBLICA E ORG.INTERNACIONAIS,130,3869451.8964767456
BA,CE,BAHIA,CEARA,NE,NE,Nordeste,Nordeste,COMERCIO ATACADISTA,INDUSTRIA,59,365246.10410022736
RN,CE,RIO GRANDE DO NORTE,CEARA,NE,NE,Nordeste,Nordeste,COMERCIO VAREJISTA,COMERCIO ATACADISTA,29,139056.25
ES,CE,ESPIRITO SANTO,CEARA,SE,NE,Sudeste,Nordeste,COMERCIO ATACADISTA,,70,4266429.62966156
SE,CE,SERGIPE,CEARA,NE,NE,Nordeste,Nordeste,INDUSTRIA,,67,387270.1480407715
CE,SE,CEARA,SERGIPE,NE,NE,Nordeste,Nordeste,,,17,669096.9551391602
CE,SC,CEARA,SANTA CATARINA,NE,S,Nordeste,Sul,COMERCIO VAREJISTA,INDUSTRIA,52,231690.97697019577
CE,SP,CEARA,SAO PAULO,NE,SE,Nordeste,Sudeste,INDUSTRIA,INDUSTRIA,613,1.5935466472721815E7
CE,RJ,CEARA,RIO DE JANEIRO,NE,SE,Nordeste,Sudeste,COMERCIO VAREJISTA,COMERCIO VAREJISTA,2111,2763612.063647479
GO,CE,GOIAS,CEARA,CO,NE,Centro-Oeste,Nordeste,COMERCIO ATACADISTA,,377,3698532.569454193
CE,MG,CEARA,MINAS GERAIS,NE,SE,Nordeste,Sudeste,COMERCIO ATACADISTA,COMERCIO VAREJISTA,91,1556329.3181762695
MG,CE,MINAS GERAIS,CEARA,SE,NE,Sudeste,Nordeste,INDUSTRIA,SERVICOS DE COMUNICACAO,41,1996285.8593444824
CE,RJ,CEARA,RIO DE JANEIRO,NE,SE,Nordeste,Sudeste,SERVICOS DE TRANSPORTE,,22,489847.1470561214
CE,PE,CEARA,PERNAMBUCO,NE,NE,Nordeste,Nordeste,COMERCIO ATACADISTA,INDUSTRIA,633,3.589351921219659E7
BA,CE,BAHIA,CEARA,NE,NE,Nordeste,Nordeste,INDUSTRIA,SERVICOS DE TRANSPORTE,10,284679.7385253906
SC,CE,SANTA CATARINA,CEARA,S,NE,Sul,Nordeste,COMERCIO ATACADISTA,OUTROS SEGMENTOS,181,955610.6685495377
CE,SP,CEARA,SAO PAULO,NE,SE,Nordeste,Sudeste,CONSTRUCAO CIVIL,,45,3932203.094848633
GO,CE,GOIAS,CEARA,CO,NE,Centro-Oeste,Nordeste,COMERCIO VAREJISTA,,53,688166.0183410645
MG,CE,MINAS GERAIS,CEARA,SE,NE,Sudeste,Nordeste,INDUSTRIA,PRODUTOR AGROPECUARIO,6,638323.0625
PR,CE,PARANA,CEARA,S,NE,Sul,Nordeste,,PRODUTOR AGROPECUARIO,119,3685006.8265075684
RO,CE,RONDONIA,CEARA,N,NE,Norte,Nordeste,,INDUSTRIA,114,2411786.784538269
SP,CE,SAO PAULO,CEARA,SE,NE,Sudeste,Nordeste,,COMBUSTIVEL,697,1.973373273382759E7
RJ,CE,RIO DE JANEIRO,CEARA,SE,NE,Sudeste,Nordeste,INDUSTRIA,ADMINISTRACAO PUBLICA E ORG.INTERNACIONAIS,49,1667483.2410736084
MT,CE,MATO GROSSO,CEARA,CO,NE,Centro-Oeste,Nordeste,,SERVICOS DE COMUNICACAO,5,11051.520027160645
PR,CE,PARANA,CEARA,S,NE,Sul,Nordeste,COMERCIO VAREJISTA,COMERCIO ATACADISTA,20,647173.519821167
MG,CE,MINAS GERAIS,CEARA,SE,NE,Sudeste,Nordeste,COMERCIO ATACADISTA,ADMINISTRACAO PUBLICA E ORG.INTERNACIONAIS,59,2824117.3573150635
MG,CE,MINAS GERAIS,CEARA,SE,NE,Sudeste,Nordeste,,COMBUSTIVEL,343,7074898.8441028595
CE,CE,CEARA,CEARA,NE,NE,Nordeste,Nordeste,COMERCIO VAREJISTA,COMBUSTIVEL,6437,1.8199928166119194E8
SC,CE,SANTA CATARINA,CEARA,S,NE,Sul,Nordeste,ENERGIA ELETRICA,ENERGIA ELETRICA,7,1816561.125
CE,MS,CEARA,MATO GROSSO DO SUL,NE,CO,Nordeste,Centro-Oeste,COMERCIO ATACADISTA,,202,556014.5205792207
CE,TO,CEARA,TOCANTINS,NE,N,Nordeste,Norte,,,6,19887.779907226562
CE,PE,CEARA,PERNAMBUCO,NE,NE,Nordeste,Nordeste,COMERCIO VAREJISTA,COMERCIO ATACADISTA,287,296748.6978507135
CE,CE,CEARA,CEARA,NE,NE,Nordeste,Nordeste,PRODUTOR AGROPECUARIO,SERVICOS DE TRANSPORTE,43,254333.3000011444
RR,CE,RORAIMA,CEARA,N,NE,Norte,Nordeste,,COMERCIO VAREJISTA,13,159023.7578125
PR,CE,PARANA,CEARA,S,NE,Sul,Nordeste,INDUSTRIA,OUTROS SEGMENTOS,43,2671539.2540483475
BA,CE,BAHIA,CEARA,NE,NE,Nordeste,Nordeste,INDUSTRIA,OUTROS SEGMENTOS,19,180424.70880126953
CE,SP,CEARA,SAO PAULO,NE,SE,Nordeste,Sudeste,COMERCIO VAREJISTA,INDUSTRIA,1007,2357343.5151268244
MT,CE,MATO GROSSO,CEARA,CO,NE,Centro-Oeste,Nordeste,,COMERCIO ATACADISTA,211,2.764340655004417E7
CE,BA,CEARA,BAHIA,NE,NE,Nordeste,Nordeste,CONSTRUCAO CIVIL,CONSTRUCAO CIVIL,29,467977.8754577637
PA,CE,PARA,CEARA,N,NE,Norte,Nordeste,,CONSTRUCAO CIVIL,106,1210830.3570404053
CE,MG,CEARA,MINAS GERAIS,NE,SE,Nordeste,Sudeste,INDUSTRIA,COMERCIO ATACADISTA,165,1.4105629320114136E7
BA,CE,BAHIA,CEARA,NE,NE,Nordeste,Nordeste,,ADMINISTRACAO PUBLICA E ORG.INTERNACIONAIS,66,3727072.5858154297
SP,CE,SAO PAULO,CEARA,SE,NE,Sudeste,Nordeste,COMBUSTIVEL,COMERCIO VAREJISTA,57,1208587.5245013237
AM,CE,AMAZONAS,CEARA,N,NE,Norte,Nordeste,,OUTROS SEGMENTOS,112,385637.727747947
CE,PR,CEARA,PARANA,NE,S,Nordeste,Sul,COMERCIO VAREJISTA,CONSTRUCAO CIVIL,2,8101.4200439453125
RS,CE,RIO GRANDE DO SUL,CEARA,S,NE,Sul,Nordeste,COMERCIO ATACADISTA,COMERCIO ATACADISTA,28,529315.769785881
RS,CE,RIO GRANDE DO SUL,CEARA,S,NE,Sul,Nordeste,OUTROS SEGMENTOS,COMERCIO VAREJISTA,1,1920.0
RS,CE,RIO GRANDE DO SUL,CEARA,S,NE,Sul,Nordeste,,ADMINISTRACAO PUBLICA E ORG.INTERNACIONAIS,88,1322919.896446228
CE,MT,CEARA,MATO GROSSO,NE,CO,Nordeste,Centro-Oeste,OUTROS SEGMENTOS,,22,60515.00988769531
RJ,CE,RIO DE JANEIRO,CEARA,SE,NE,Sudeste,Nordeste,ENERGIA ELETRICA,COMERCIO ATACADISTA,2,84855.791015625
SP,CE,SAO PAULO,CEARA,SE,NE,Sudeste,Nordeste,COMBUSTIVEL,,7,181769.9462890625
MT,CE,MATO GROSSO,CEARA,CO,NE,Centro-Oeste,Nordeste,,PRODUTOR AGROPECUARIO,56,1970744.123673439
CE,RJ,CEARA,RIO DE JANEIRO,NE,SE,Nordeste,Sudeste,COMBUSTIVEL,COMBUSTIVEL,11,1.1288770969787598E7
CE,SP,CEARA,SAO PAULO,NE,SE,Nordeste,Sudeste,COMBUSTIVEL,COMERCIO ATACADISTA,4,2297.1099395751953
CE,BA,CEARA,BAHIA,NE,NE,Nordeste,Nordeste,COMERCIO ATACADISTA,INDUSTRIA,162,6585611.250921249
PI,CE,PIAUI,CEARA,NE,NE,Nordeste,Nordeste,COMBUSTIVEL,COMERCIO VAREJISTA,33,1351021.1953125
ES,CE,ESPIRITO SANTO,CEARA,SE,NE,Sudeste,Nordeste,PRODUTOR AGROPECUARIO,SERVICOS DE TRANSPORTE,1,60.630001068115234
PE,CE,PERNAMBUCO,CEARA,NE,NE,Nordeste,Nordeste,COMERCIO ATACADISTA,PRODUTOR AGROPECUARIO,11,99798.11095046997
PE,CE,PERNAMBUCO,CEARA,NE,NE,Nordeste,Nordeste,COMERCIO ATACADISTA,SERVICOS DE TRANSPORTE,41,872656.1394519806
CE,MG,CEARA,MINAS GERAIS,NE,SE,Nordeste,Sudeste,ADMINISTRACAO PUBLICA E ORG.INTERNACIONAIS,INDUSTRIA,56,603536.4400634766
PB,CE,PARAIBA,CEARA,NE,NE,Nordeste,Nordeste,COMERCIO VAREJISTA,CONSTRUCAO CIVIL,3,18830.5400390625
MT,CE,MATO GROSSO,CEARA,CO,NE,Centro-Oeste,Nordeste,INDUSTRIA,,4,1392.4400024414062
CE,RO,CEARA,RONDONIA,NE,N,Nordeste,Norte,OUTROS SEGMENTOS,,4,22128.0
AM,CE,AMAZONAS,CEARA,N,NE,Norte,Nordeste,INDUSTRIA,SERVICOS DE TRANSPORTE,133,4897285.787109375
CE,PI,CEARA,PIAUI,NE,NE,Nordeste,Nordeste,ADMINISTRACAO PUBLICA E ORG.INTERNACIONAIS,,3,23820.0
CE,SP,CEARA,SAO PAULO,NE,SE,Nordeste,Sudeste,OUTROS SEGMENTOS,INDUSTRIA,10,55770.111328125
CE,SE,CEARA,SERGIPE,NE,NE,Nordeste,Nordeste,COMBUSTIVEL,,4,318070.0211791992
CE,SP,CEARA,SAO PAULO,NE,SE,Nordeste,Sudeste,CONSTRUCAO CIVIL,INDUSTRIA,1,11597.33984375
CE,BA,CEARA,BAHIA,NE,NE,Nordeste,Nordeste,INDUSTRIA,COMERCIO VAREJISTA,71,6078894.034729004
CE,CE,CEARA,CEARA,NE,NE,Nordeste,Nordeste,,ENERGIA ELETRICA,75,6739487.058444977
CE,PI,CEARA,PIAUI,NE,NE,Nordeste,Nordeste,COMBUSTIVEL,COMBUSTIVEL,31,2941655.7587890625
CE,RR,CEARA,RORAIMA,NE,N,Nordeste,Norte,PRODUTOR AGROPECUARIO,,8,53499.0
CE,MT,CEARA,MATO GROSSO,NE,CO,Nordeste,Centro-Oeste,COMERCIO ATACADISTA,INDUSTRIA,32,29645.210310935974
CE,AM,CEARA,AMAZONAS,NE,N,Nordeste,Norte,COMBUSTIVEL,,1,1524.0
RS,CE,RIO GRANDE DO SUL,CEARA,S,NE,Sul,Nordeste,COMERCIO VAREJISTA,CONSTRUCAO CIVIL,2,8530.049530029297
CE,RN,CEARA,RIO GRANDE DO NORTE,NE,NE,Nordeste,Nordeste,PRODUTOR AGROPECUARIO,COMERCIO VAREJISTA,6,5707.7000732421875
CE,CE,CEARA,CEARA,NE,NE,Nordeste,Nordeste,SERVICOS DE COMUNICACAO,PRODUTOR AGROPECUARIO,1,7299.0
PE,CE,PERNAMBUCO,CEARA,NE,NE,Nordeste,Nordeste,COMERCIO VAREJISTA,PRODUTOR AGROPECUARIO,7,68466.29998779297
CE,CE,CEARA,CEARA,NE,NE,Nordeste,Nordeste,ADMINISTRACAO PUBLICA E ORG.INTERNACIONAIS,COMERCIO ATACADISTA,15,518375.431640625
